species	sample	n_seq_sample	n_seq	pct_seq	OSD_station	sample_label	OSD_station_code	Station_name	Ocean	Ocean_code	Regional_Sea	Country	Latitude	Longitude	Distance_to_the_coast	Temperature	Salinity	Nitrates	Phosphates	Chlorophylle_a	LGC_reads_total	LGC_photosynthetic_reads
Micromonas bravo clade B2	OSD2	2606	136	5.218726016884114	2	002_0m	OSD2	Roscoff - SOMLIT	Atlantic Ocean	ATL	English Channel	France	48.78	-3.94	5.62	14.38	35.13	1.10	0.11	5.19	30774	9631
Micromonas bravo clade B2	OSD22	120	1	0.8333333333333334	22	022_1m	OSD22	Marseille Solemio SOMLIT	Mediterranean Sea	MED	Gulf of Lion	France	43.23	5.75	7.64	22.00	38.09	0.12	0.26	0.59	39017	4816
Micromonas bravo clade B2	OSD25	120	39	32.5	25	025_0m	OSD25	Saidia Rocher	Mediterranean Sea	MED	Alboran Sea	Morocco	35.09	-2.21	0.57	23.10	30.00	0.10	0.00	0.31	17902	368
Micromonas bravo clade B2	OSD26	1205	206	17.095435684647303	26	026_0m	OSD26	Tangier	Atlantic Ocean	ATL	Strait of Gibraltar	Morocco	35.82	-5.75	0.88	28.00	34.19	0.10	0.04	1.18	18976	8509
Micromonas bravo clade B2	OSD29	917	33	3.598691384950927	29	029_0.2m	OSD29	Florida	Atlantic Ocean	ATL	North Atlantic Ocean	USA	27.47	-80.28	0.30	26.90	35.70	2.00	0.05	1.17	17630	2935
Micromonas bravo clade B2	OSD3	1129	249	22.054915854738706	3	003_0m	OSD3	Helgoland	Atlantic Ocean	ATL	North Sea	Germany	54.18	7.9	0.15	14.00	32.59	11.68	0.19	6.97	29094	14537
Micromonas bravo clade B2	OSD30	1097	0	0	30	030_2m	OSD30	Tvarminne	Atlantic Ocean	ATL	Gulf of Finland	Finland	59.88	23.25	1.96	10.50	5.63	0.09	0.08	34.33	36294	2948
Micromonas bravo clade B2	OSD35	2637	0	0	35	035_1m	OSD35	Cheasapeake Bay	Atlantic Ocean	ATL	Chesapeake Bay	USA	38.68	-76.17	0.86	26.32	8.97	0.18	0.16	35.67	28156	9889
Micromonas bravo clade B2	OSD36	1282	0	0	36	036_0.5m	OSD36	Delaware	Atlantic Ocean	ATL	Chesapeake Bay	USA	39.33	-75.47	0.39	23.55	7.42	0.09	0.18	11.23	23078	14733
Micromonas bravo clade B2	OSD37	1752	2	0.1141552511415525	37	037_1m	OSD37	Port Everglades	Atlantic Ocean	ATL	North Atlantic Ocean	USA	26.1	-80.09	1.72	27.70	33.82	NA	0.05	0.14	33922	21490
Micromonas bravo clade B2	OSD38	256	1	0.390625	38	038_0m	OSD38	Long Key	Atlantic Ocean	ATL	North Atlantic Ocean	USA	24.74	-80.78	7.32	29.60	36.25	NA	0.08	4.53	21069	2461
Micromonas bravo clade B2	OSD39	5554	16	0.28808066258552395	39	039_0.1m	OSD39	Charleston Harbor	Atlantic Ocean	ATL	North Atlantic Ocean	USA	32.75	-79.9	0.38	31.30	24.30	0.08	0.12	9.31	10629	9231
Micromonas bravo clade B2	OSD43	839	117	13.945172824791419	43	043_0m	OSD43	SIO Pier	Pacific Ocean	PAC	North Pacific Ocean	USA	32.87	-117.26	0.00	20.04	33.54	0.10	0.33	0.97	15928	3371
Micromonas bravo clade B2	OSD47	3984	193	4.844377510040161	47	047_0m	OSD47	Venice Lagoon	Mediterranean Sea	MED	Adriatic Sea	Italy	45.5	12.42	0.42	25.30	27.42	1.78	0.03	4.83	32681	26538
Micromonas bravo clade B2	OSD50	177	52	29.37853107344633	50	050_0m	OSD50	Pasaia	Atlantic Ocean	ATL	Bay of Biscay	Spain	43.33	-1.93	0.51	20.00	34.30	0.12	0.26	0.51	18701	9050
Micromonas bravo clade B2	OSD51	2812	1	0.03556187766714083	51	051_2m	OSD51	Bocas del Toro	Atlantic Ocean	ATL	Caribbean Sea	USA	9.35	-82.27	0.85	29.10	34.60	1.35	0.53	2.62	16427	4740
Micromonas bravo clade B2	OSD54	1559	16	1.0262989095574084	54	054_1m	OSD54	Maine Booth Bay	Atlantic Ocean	ATL	North Atlantic Ocean	USA	43.84	-69.64	0.10	11.90	31.00	NA	0.02	NA	27803	15397
Micromonas bravo clade B2	OSD55	1307	17	1.300688599846978	55	055_1m	OSD55	Maine Damariscotta River	Atlantic Ocean	ATL	North Atlantic Ocean	USA	43.86	-69.58	0.16	12.50	32.00	1.00	NA	36.4	24687	14876
Micromonas bravo clade B2	OSD56	5190	370	7.129094412331407	56	056_0m	OSD56	Hawaii Kakaako	Pacific Ocean	PAC	North Pacific Ocean	Hawaii	21.29	-156.86	13.41	26.06	35.00	0.01	0.08	0.09	23061	13937
Micromonas bravo clade B2	OSD57	6384	1002	15.695488721804512	57	057_0m	OSD57	Hawaii Oahu	Pacific Ocean	PAC	North Pacific Ocean	Hawaii	21.29	-157.84	0.57	27.58	34.00	0.01	0.08	0.08	24495	10382
Micromonas bravo clade B2	OSD58	2592	64	2.4691358024691357	58	058_1m	OSD58	PICO	Atlantic Ocean	ATL	North Atlantic Ocean	USA	34.72	-76.67	1.37	25.80	35.80	NA	0.05	2.73	39793	23151
Micromonas bravo clade B2	OSD60	1852	6	0.32397408207343414	60	060_0.1m	OSD60	South Carolina 2 - North Inlet	Atlantic Ocean	ATL	North Atlantic Ocean	USA	33.32	-79.17	0.28	27.77	35.13	0.10	0.35	9.14	30716	16156
Micromonas bravo clade B2	OSD61	6190	295	4.765751211631664	61	061_0.5m	OSD61	Vineyard Sound	Atlantic Ocean	ATL	Buzzards Bay	USA	41.52	-70.67	0.20	19.20	30.70	1.02	0.41	7.52	22621	9409
Micromonas bravo clade B2	OSD62	465	40	8.60215053763441	62	062_0.2m	OSD62	Manai Straits	Atlantic Ocean	ATL	Irish Sea	UK	53.23	-4.16	0.03	16.00	34.00	4.82	0.45	NA	27570	6101
Micromonas bravo clade B2	OSD64	1507	7	0.46449900464499	64	064_1m	OSD64	Odessa	Black Sea	BLA	NA	Ukraine	46.44	30.78	1.11	20.30	17.63	0.73	0.45	4.85	41020	7514
Micromonas bravo clade B2	OSD65	5573	348	6.244392607213349	65	065_0.1m	OSD65	Leigh Marine Laboratory	Pacific Ocean	PAC	Hauraki Gulf	New Zealand	-36.29	174.82	0.10	16.00	34.00	0.20	0.15	0.82	21887	10958
Micromonas bravo clade B2	OSD69	1278	262	20.50078247261346	69	069_0m	OSD69	Marghera	Mediterranean Sea	MED	Adriatic Sea	Italy	45.46	12.26	0.53	25.70	29.41	1.78	0.03	9.14	33493	23153
Micromonas bravo clade B2	OSD70	2728	328	12.023460410557185	70	070_0m	OSD70	Lido	Mediterranean Sea	MED	Adriatic Sea	Italy	45.41	12.44	0.59	23.40	31.67	1.78	0.03	11.14	33896	11061
Micromonas bravo clade B2	OSD71	7662	296	3.86322109109893	71	071_0m	OSD71	Otago	Pacific Ocean	PAC	South Pacific Ocean	New Zealand	-45.74	170.77	4.06	10.99	35.20	NA	1.55	NA	38536	15003
Micromonas bravo clade B2	OSD73	571	51	8.93169877408056	73	073_1m	OSD73	Lima Estuary	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	41.68	-8.83	0.58	18.40	32.30	0.71	0.07	2.39	17020	2248
Micromonas bravo clade B2	OSD74	102	6	5.88235294117647	74	074_1m	OSD74	Douro Estuary	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	41.14	-8.67	0.70	20.20	13.75	0.71	0.07	1.18	39858	25158
Micromonas bravo clade B2	OSD8	156	4	2.564102564102564	8	008_0m	OSD8	BATS	Atlantic Ocean	ATL	North Atlantic Ocean	Bermuda	32.16	-64.5	22.19	NA	NA	NA	NA	NA	13129	909
Micromonas bravo clade B2	OSD80_2m_depth	4987	0	0	80	080_2m	OSD80	Young Sound	Arctic Ocean	ARC	Greenland Sea	Greenland	74.31	-20.3	3.26	-0.10	5.00	0.03	0.22	NA	41011	13324
Micromonas bravo clade B2	OSD81	837	89	10.63321385902031	81	081_0m	OSD81	Ria Formosa Lagoon	Atlantic Ocean	ATL	Gulf of Cadiz	Portugal	37.01	-7.97	0.08	22.20	34.30	0.40	0.09	1.04	14154	10662
Micromonas bravo clade B2	OSD92	11606	4849	41.780113734275375	92	092_2m	OSD92	Casablanca	Atlantic Ocean	ATL	North Atlantic Ocean	Morocco	33.58	-7.7	0.05	24.00	30.75	0.20	0.12	21.13	29465	21589
Micromonas bravo clade B2	OSD94	155	36	23.225806451612904	94	094_0m	OSD94	Saidia Marina	Mediterranean Sea	MED	Alboran Sea	Morocco	35.09	-2.21	0.57	23.60	31.00	0.10	0.00	0.31	14558	3314
Micromonas bravo clade B2	OSD95	1960	0	0	95	095_0m	OSD95	Singapore Indigo_V	Pacific Ocean	PAC	Singapore Strait	Singapore	1.27	103.92	4.95	31.00	31.03	0.90	0.16	NA	47718	11320
Micromonas bravo clade B2	OSD98	1066	41	3.8461538461538463	98	098_0.5m	OSD98	Sao Jorge Azores	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	38.64	-28.13	0.86	18.70	35.60	0.20	0.03	0.18	26906	3136
Micromonas clade B3	OSD1	1373	0	0	1	001_0m	OSD1	Plymouth - L4	Atlantic Ocean	ATL	English Channel	UK	50.15	-4.13	16.79	16.66	35.22	0.13	0.16	0.84	27254	2450
Micromonas clade B3	OSD101	5454	0	0	101	101_0m	OSD101	Quinta do Lorde	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	32.74	-16.71	0.47	20.50	37.00	NA	NA	0.17	14734	8185
Micromonas clade B3	OSD102	9598	0	0	102	102_0m	OSD102	Marina do Funchal	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	32.65	-16.91	0.40	20.80	36.00	NA	NA	0.12	43408	18687
Micromonas clade B3	OSD103	8605	0	0	103	103_0m	OSD103	Porto da Cruz	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	32.77	-16.83	1.69	20.20	37.00	NA	NA	0.17	21988	10163
Micromonas clade B3	OSD105	442	0	0	105	105_4.12m	OSD105	Cambridge Bay, Nunavut	Arctic Ocean	ARC	Coronation Gulf	USA	69.02	-105.34	3.74	-0.72	26.91	2.10	0.19	NA	12327	861
Micromonas clade B3	OSD106_sea_water_bottom	431	92	21.34570765661253	106	106_15m	OSD106	REYKIS	Atlantic Ocean	ATL	Ísafjarðardjúp	Iceland	65.94	-22.42	1.62	7.50	29.20	1.53	0.21	NA	15861	5879
Micromonas clade B3	OSD106_surface	235	59	25.106382978723403	106	106_0m	OSD106	REYKIS	Atlantic Ocean	ATL	Ísafjarðardjúp	Iceland	65.94	-22.42	1.62	7.50	29.20	1.53	0.21	NA	15861	5879
Micromonas clade B3	OSD111	17481	1	0.005720496539099594	111	111_0m	OSD111	Ria de Aveiro_1	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	40.66	-8.7	0.65	25.20	30.00	0.10	0.24	0.17	42178	37249
Micromonas clade B3	OSD113	570	0	0	113	113_39m	OSD113	CascaisWatch	North Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	38.6667	-9.4367	NA	18	35.270000000000003	NA	NA	NA	NA	NA
Micromonas clade B3	OSD115	261	0	0	115	115_0m	OSD115	Santa Cruz	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	39.13	-9.38	0.10	20.30	40.00	0.52	0.05	0.7	8824	2707
Micromonas clade B3	OSD117	2852	0	0	117	117_0m	OSD117	Tavira Beach	Atlantic Ocean	ATL	Gulf of Cadiz	Portugal	37.17	-7.5	0.75	23.64	37.93	0.40	0.09	3.37	29026	6934
Micromonas clade B3	OSD118	6354	0	0	118	118_0.2m	OSD118	Lough Hyne	Atlantic Ocean	ATL	Celtic Sea	Ireland	51.74	-8.31	0.67	18.00	38.00	0.55	0.06	1.86	31394	12052
Micromonas clade B3	OSD123	105	0	0	123	123_4m	OSD123	Shikmona	Mediterranean Sea	MED	Eastern Basin	Israel	32.82	32.95	164.24	27.00	39.40	0.16	0.07	0.07	15955	718
Micromonas clade B3	OSD124	5851	0	0	124	124_5m	OSD124	Osaka Bay	Pacific Ocean	PAC	Japan Sea	Japan	34.32	135.12	0.37	21.15	33.19	1.19	0.21	19.62	28429	11412
Micromonas clade B3	OSD125	1854	288	15.53398058252427	125	125_0m	OSD125	Cullercoats Beach	Atlantic Ocean	ATL	North Sea	UK	55.03	-1.43	0.22	16.04	26.40	0.43	0.17	6.68	21329	8894
Micromonas clade B3	OSD126	265	8	3.018867924528302	126	126_1m	OSD126	Eyafjordur_1	Arctic Ocean	ARC	Greenland Sea	Iceland	66.01	-18.2	3.99	12.20	42.30	1.30	0.15	NA	30483	5470
Micromonas clade B3	OSD129	126	0	0	129	129_10m	OSD129	Eyafjordur_4	Arctic Ocean	ARC	Greenland Sea	Iceland	65.817186	-18.101835	NA	9.9	61.5	NA	NA	NA	NA	NA
Micromonas clade B3	OSD130	1432	229	15.991620111731844	130	130_1m	OSD130	Eyafjordur_5	Arctic Ocean	ARC	Greenland Sea	Iceland	66.13	-18.79	0.92	10.10	48.00	1.55	0.24	1.02	33849	6775
Micromonas clade B3	OSD131	151	0	0	131	131_1m	OSD131	Zlatna ribka	Black Sea	BLA	NA	Bulgaria	42.24	27.4	20.26	NA	NA	NA	0.09	14.09	13248	2676
Micromonas clade B3	OSD132	795	0	0	132	132_0.5m	OSD132	Sdot YAM	Mediterranean Sea	MED	Eastern Basin	Israel	32.07	34.84	7.64	27.30	39.35	0.20	0.05	NA	13174	3304
Micromonas clade B3	OSD133	3613	0	0	133	133_0m	OSD133	Robben Island	Atlantic Ocean	ATL	South Atlantic Ocean	South Africa	-33.9	18.39	1.50	15.06	35.16	3.57	0.81	3.25	27165	6952
Micromonas clade B3	OSD14	740	0	0	14	014_2m	OSD14	Banyuls	Mediterranean Sea	MED	Western Basin	France	42.49	3.15	0.39	20.42	37.83	0.00	0.01	0.52	25523	8386
Micromonas clade B3	OSD142	496	0	0	142	142_1m	OSD142	Gray's Reef Marine Sanctuary	Atlantic Ocean	ATL	North Atlantic Ocean	USA	31.38	-80.87	26.61	27.43	35.85	0.02	0.16	3.23	6126	734
Micromonas clade B3	OSD143	2167	0	0	143	143_1m	OSD143	Skidaway Institute	Atlantic Ocean	ATL	North Atlantic Ocean	USA	31.98282	-81.01667	0	30.79	26.58	0.02	0.16	NA	33922	27114
Micromonas clade B3	OSD144	307	0	0	144	144_0m	OSD144	Maunalua Bay O'ahu	Pacific Ocean	PAC	North Pacific Ocean	USA	21.27	-157.72	1.14	25.80	35.00	0.01	0.08	0.07	14029	914
Micromonas clade B3	OSD145	956	0	0	145	145_0m	OSD145	Blankenberge	Atlantic Ocean	ATL	North Sea	Belgium	51.36	3.12	3.31	17.00	NA	8.56	0.57	6.82	35678	14033
Micromonas clade B3	OSD146	2612	0	0	146	146_5m	OSD146	Fram Strait	Arctic Ocean	ARC	Greenland Sea	Germany	78.45	-2.83	306.87	-1.61	33.78	1.50	0.26	NA	13698	6054
Micromonas clade B3	OSD147	3707	0	0	147	147_0m	OSD147	Rajarata	Indian Ocean	IND	Bay of Bengal	Sri Lanka	8.52	81.05	7.96	28.80	33.00	0.00	0.27	0.23	32618	9636
Micromonas clade B3	OSD148	592	0	0	148	148_0m	OSD148	Wadden Sea	Atlantic Ocean	ATL	North Sea	Germany	53.58	8.15	1.54	17.77	31.14	1.27	0.09	10.1	14684	6982
Micromonas clade B3	OSD149	4433	1	0.022558087074216106	149	149_0m	OSD149	Laguna Rocha Norte	Atlantic Ocean	ATL	Laguna Rocha	Uruguay	-34.616	-54.266	22.95	10.98	14.30	9.00	0.39	52.78	30791	17462
Micromonas clade B3	OSD150	6625	0	0	150	150_0m	OSD150	Laguna Rocha Sur	Atlantic Ocean	ATL	Laguna Rocha	Uruguay	-34.666	-54.28	0.57	9.99	18.00	9.00	0.39	75	33739	19853
Micromonas clade B3	OSD152_1m_depth	171	55	32.16374269005848	152	152_1m	OSD152	Compass Buoy Station	Atlantic Ocean	ATL	Bedford Basin	Canada	44.69	-63.64	0.90	12.80	28.90	0.05	0.36	NA	21563	1725
Micromonas clade B3	OSD153	821	0	0	153	153_0m	OSD153	Faro Island	Atlantic Ocean	ATL	Gulf of Cadiz	Portugal	37	-7.97	0.51	21.10	34.40	0.33	NA	1.04	18526	5804
Micromonas clade B3	OSD154	3752	0	0	154	154_1m	OSD154	Arcachon-SOMLIT	Atlantic Ocean	ATL	Bay of Biscay	France	44.67	-1.17	0.07	20.70	32.40	0.33	0.01	NA	25829	10419
Micromonas clade B3	OSD158	316	0	0	158	158_0m	OSD158	Sao Miguel Azores II	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	37.43	-25.19	33.87	19.20	35.70	NA	NA	0.11	10757	2181
Micromonas clade B3	OSD159	302	0	0	159	159_2m	OSD159	Brest-SOMLIT	Atlantic Ocean	ATL	North Atlantic Ocean	France	48.36	-4.55	0.43	16.00	34.78	1.10	0.11	NA	13901	4575
Micromonas clade B3	OSD162	788	65	8.248730964467004	162	162_1m	OSD162	Stonehaven	Atlantic Ocean	ATL	North Sea	UK	56.96	-2.1	5.96	12.20	34.32	0.34	0.38	2.38	21074	10325
Micromonas clade B3	OSD163	2625	0	0	163	163_2m	OSD163	Scapa	Atlantic Ocean	ATL	North Sea	UK	58.96	-2.97	0.25	11.70	34.45	0.77	0.26	NA	14448	9439
Micromonas clade B3	OSD164	227	21	9.251101321585903	164	164_2m	OSD164	Scalloway	Atlantic Ocean	ATL	North Sea	UK	60.14	-1.28	0.21	12.20	35.14	6.44	0.34	NA	5567	1322
Micromonas clade B3	OSD165	208	7	3.3653846153846154	165	165_2m	OSD165	Loch Ewe	Atlantic Ocean	ATL	West Coast of Scotland	UK	57.85	-5.65	1.80	14.30	32.45	5.01	0.15	4.82	10815	2620
Micromonas clade B3	OSD166	5246	0	0	166	166_0.5m	OSD166	Armintza	Atlantic Ocean	ATL	North Atlantic Ocean	Spain	43.43	-2.9	0.78	17.88	35.05	0.12	0.12	0.28	18000	7201
Micromonas clade B3	OSD17	179	0	0	17	017_3m	OSD17	VLIZ	Atlantic Ocean	ATL	North Sea	Belgium	51.43	2.81	21.37	16.68	34.03	8.56	0.57	9.72	22082	7880
Micromonas clade B3	OSD170	3098	0	0	170	170_3m	OSD170	Belgium - 130	Atlantic Ocean	ATL	North Sea	Belgium	51.27	2.9	2.80	18.62	32.26	8.56	0.57	8.52	47655	18311
Micromonas clade B3	OSD171	519	0	0	171	171_3m	OSD171	Belgium - 230	Atlantic Ocean	ATL	North Sea	Belgium	51.31	2.85	8.24	18.26	32.81	8.56	0.57	9.72	27561	11771
Micromonas clade B3	OSD173	796	0	0	173	173_3m	OSD173	Belgium - 710	Atlantic Ocean	ATL	North Sea	Belgium	51.44	3.14	10.89	18.18	33.13	8.56	0.57	8.7	36364	13322
Micromonas clade B3	OSD174	131	0	0	174	174_3m	OSD174	Belgium - 780	Atlantic Ocean	ATL	North Sea	Belgium	51.47	3.06	15.64	17.94	33.37	8.56	0.57	11.88	44766	9711
Micromonas clade B3	OSD175	255	0	0	175	175_3m	OSD175	ZG02	Atlantic Ocean	ATL	North Sea	Belgium	51.33	2.5	23.38	17.22	34.29	8.56	0.57	8.81	25131	3596
Micromonas clade B3	OSD176	179	0	0	176	176_3m	OSD176	Belgium - 215	Atlantic Ocean	ATL	North Sea	Belgium	51.28	2.61	13.74	18.12	33.37	8.56	0.57	15.49	34978	5388
Micromonas clade B3	OSD177	192	0	0	177	177_3m	OSD177	Belgium - 120	Atlantic Ocean	ATL	North Sea	Belgium	51.19	2.7	2.01	18.74	32.58	8.56	0.57	9.09	40463	3454
Micromonas clade B3	OSD178	432	0	0	178	178_3m	OSD178	Belgium - 435	Atlantic Ocean	ATL	North Sea	Belgium	51.58	2.79	35.40	16.76	34.50	8.56	0.57	5.48	51421	9379
Micromonas clade B3	OSD182	1009	0	0	182	182_3m	OSD182	W08	Atlantic Ocean	ATL	North Sea	Belgium	51.46	2.35	40.46	15.71	35.00	8.56	0.57	2.33	25922	4507
Micromonas clade B3	OSD183	8961	0	0	183	183_3m	OSD183	W09	Atlantic Ocean	ATL	North Sea	Belgium	51.75	2.7	54.07	15.80	35.01	8.56	0.57	1.32	39849	12218
Micromonas clade B3	OSD184	1632	0	0	184	184_3m	OSD184	W10	Atlantic Ocean	ATL	North Sea	Belgium	51.68	2.42	58.14	15.83	35.03	8.56	0.57	1.54	37131	6084
Micromonas clade B3	OSD185	2099	0	0	185	185_3m	OSD185	Belgium - 421	Atlantic Ocean	ATL	North Sea	Belgium	51.48	2.45	38.33	16.11	34.90	8.56	0.57	3.56	49290	11886
Micromonas clade B3	OSD2	2606	0	0	2	002_0m	OSD2	Roscoff - SOMLIT	Atlantic Ocean	ATL	English Channel	France	48.78	-3.94	5.62	14.38	35.13	1.10	0.11	5.19	30774	9631
Micromonas clade B3	OSD22	120	0	0	22	022_1m	OSD22	Marseille Solemio SOMLIT	Mediterranean Sea	MED	Gulf of Lion	France	43.23	5.75	7.64	22.00	38.09	0.12	0.26	0.59	39017	4816
Micromonas clade B3	OSD25	120	0	0	25	025_0m	OSD25	Saidia Rocher	Mediterranean Sea	MED	Alboran Sea	Morocco	35.09	-2.21	0.57	23.10	30.00	0.10	0.00	0.31	17902	368
Micromonas clade B3	OSD26	1205	0	0	26	026_0m	OSD26	Tangier	Atlantic Ocean	ATL	Strait of Gibraltar	Morocco	35.82	-5.75	0.88	28.00	34.19	0.10	0.04	1.18	18976	8509
Micromonas clade B3	OSD29	917	0	0	29	029_0.2m	OSD29	Florida	Atlantic Ocean	ATL	North Atlantic Ocean	USA	27.47	-80.28	0.30	26.90	35.70	2.00	0.05	1.17	17630	2935
Micromonas clade B3	OSD3	1129	0	0	3	003_0m	OSD3	Helgoland	Atlantic Ocean	ATL	North Sea	Germany	54.18	7.9	0.15	14.00	32.59	11.68	0.19	6.97	29094	14537
Micromonas clade B3	OSD30	1097	0	0	30	030_2m	OSD30	Tvarminne	Atlantic Ocean	ATL	Gulf of Finland	Finland	59.88	23.25	1.96	10.50	5.63	0.09	0.08	34.33	36294	2948
Micromonas clade B3	OSD35	2637	0	0	35	035_1m	OSD35	Cheasapeake Bay	Atlantic Ocean	ATL	Chesapeake Bay	USA	38.68	-76.17	0.86	26.32	8.97	0.18	0.16	35.67	28156	9889
Micromonas clade B3	OSD36	1282	0	0	36	036_0.5m	OSD36	Delaware	Atlantic Ocean	ATL	Chesapeake Bay	USA	39.33	-75.47	0.39	23.55	7.42	0.09	0.18	11.23	23078	14733
Micromonas clade B3	OSD37	1752	0	0	37	037_1m	OSD37	Port Everglades	Atlantic Ocean	ATL	North Atlantic Ocean	USA	26.1	-80.09	1.72	27.70	33.82	NA	0.05	0.14	33922	21490
Micromonas clade B3	OSD38	256	0	0	38	038_0m	OSD38	Long Key	Atlantic Ocean	ATL	North Atlantic Ocean	USA	24.74	-80.78	7.32	29.60	36.25	NA	0.08	4.53	21069	2461
Micromonas clade B3	OSD39	5554	0	0	39	039_0.1m	OSD39	Charleston Harbor	Atlantic Ocean	ATL	North Atlantic Ocean	USA	32.75	-79.9	0.38	31.30	24.30	0.08	0.12	9.31	10629	9231
Micromonas clade B3	OSD43	839	0	0	43	043_0m	OSD43	SIO Pier	Pacific Ocean	PAC	North Pacific Ocean	USA	32.87	-117.26	0.00	20.04	33.54	0.10	0.33	0.97	15928	3371
Micromonas clade B3	OSD47	3984	0	0	47	047_0m	OSD47	Venice Lagoon	Mediterranean Sea	MED	Adriatic Sea	Italy	45.5	12.42	0.42	25.30	27.42	1.78	0.03	4.83	32681	26538
Micromonas clade B3	OSD50	177	0	0	50	050_0m	OSD50	Pasaia	Atlantic Ocean	ATL	Bay of Biscay	Spain	43.33	-1.93	0.51	20.00	34.30	0.12	0.26	0.51	18701	9050
Micromonas clade B3	OSD51	2812	0	0	51	051_2m	OSD51	Bocas del Toro	Atlantic Ocean	ATL	Caribbean Sea	USA	9.35	-82.27	0.85	29.10	34.60	1.35	0.53	2.62	16427	4740
Micromonas clade B3	OSD54	1559	198	12.700449005772931	54	054_1m	OSD54	Maine Booth Bay	Atlantic Ocean	ATL	North Atlantic Ocean	USA	43.84	-69.64	0.10	11.90	31.00	NA	0.02	NA	27803	15397
Micromonas clade B3	OSD55	1307	57	4.361132364192808	55	055_1m	OSD55	Maine Damariscotta River	Atlantic Ocean	ATL	North Atlantic Ocean	USA	43.86	-69.58	0.16	12.50	32.00	1.00	NA	36.4	24687	14876
Micromonas clade B3	OSD56	5190	0	0	56	056_0m	OSD56	Hawaii Kakaako	Pacific Ocean	PAC	North Pacific Ocean	Hawaii	21.29	-156.86	13.41	26.06	35.00	0.01	0.08	0.09	23061	13937
Micromonas clade B3	OSD57	6384	0	0	57	057_0m	OSD57	Hawaii Oahu	Pacific Ocean	PAC	North Pacific Ocean	Hawaii	21.29	-157.84	0.57	27.58	34.00	0.01	0.08	0.08	24495	10382
Micromonas clade B3	OSD58	2592	0	0	58	058_1m	OSD58	PICO	Atlantic Ocean	ATL	North Atlantic Ocean	USA	34.72	-76.67	1.37	25.80	35.80	NA	0.05	2.73	39793	23151
Micromonas clade B3	OSD60	1852	0	0	60	060_0.1m	OSD60	South Carolina 2 - North Inlet	Atlantic Ocean	ATL	North Atlantic Ocean	USA	33.32	-79.17	0.28	27.77	35.13	0.10	0.35	9.14	30716	16156
Micromonas clade B3	OSD61	6190	4	0.06462035541195477	61	061_0.5m	OSD61	Vineyard Sound	Atlantic Ocean	ATL	Buzzards Bay	USA	41.52	-70.67	0.20	19.20	30.70	1.02	0.41	7.52	22621	9409
Micromonas clade B3	OSD62	465	0	0	62	062_0.2m	OSD62	Manai Straits	Atlantic Ocean	ATL	Irish Sea	UK	53.23	-4.16	0.03	16.00	34.00	4.82	0.45	NA	27570	6101
Micromonas clade B3	OSD64	1507	0	0	64	064_1m	OSD64	Odessa	Black Sea	BLA	NA	Ukraine	46.44	30.78	1.11	20.30	17.63	0.73	0.45	4.85	41020	7514
Micromonas clade B3	OSD65	5573	0	0	65	065_0.1m	OSD65	Leigh Marine Laboratory	Pacific Ocean	PAC	Hauraki Gulf	New Zealand	-36.29	174.82	0.10	16.00	34.00	0.20	0.15	0.82	21887	10958
Micromonas clade B3	OSD69	1278	0	0	69	069_0m	OSD69	Marghera	Mediterranean Sea	MED	Adriatic Sea	Italy	45.46	12.26	0.53	25.70	29.41	1.78	0.03	9.14	33493	23153
Micromonas clade B3	OSD70	2728	0	0	70	070_0m	OSD70	Lido	Mediterranean Sea	MED	Adriatic Sea	Italy	45.41	12.44	0.59	23.40	31.67	1.78	0.03	11.14	33896	11061
Micromonas clade B3	OSD71	7662	0	0	71	071_0m	OSD71	Otago	Pacific Ocean	PAC	South Pacific Ocean	New Zealand	-45.74	170.77	4.06	10.99	35.20	NA	1.55	NA	38536	15003
Micromonas clade B3	OSD73	571	0	0	73	073_1m	OSD73	Lima Estuary	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	41.68	-8.83	0.58	18.40	32.30	0.71	0.07	2.39	17020	2248
Micromonas clade B3	OSD74	102	0	0	74	074_1m	OSD74	Douro Estuary	Atlantic Ocean	ATL	North Atlantic Ocean	Portugal	41.14	-8.67	0.70	20.20	13.75	0.71	0.07	1.18	39858	25158
Micromonas clade B3	OSD8	156	0	0	8	008_0m	OSD8	BATS	Atlantic Ocean	ATL	North Atlantic Ocean	Bermuda	32.16	-64.5	22.19	NA	NA	NA	NA	NA	13129	909
Micromonas clade B3	OSD80_2m_depth	4987	0	0	80	080_2m	OSD80	Young Sound	Arctic Ocean	ARC	Greenland Sea	Greenland	74.31	-20.3	3.26	-0.10	5.00	0.03	0.22	NA	41011	13324
